"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Ad set budget","Ad set budget type","Amount spent (USD)",Reach,Impressions,Results,"Result indicator","Cost per results",Leads,"Cost per lead (USD)",actions:click_to_call_native_call_placed,Contacts,"Cost per contact (USD)"
2026-02-25,2026-02-25,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-25,2026-02-25,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-25,2026-02-25,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-25,2026-02-25,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,19.03,1064,1866,1,actions:click_to_call_native_call_placed,19.03,,,1,,
2026-02-24,2026-02-24,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-24,2026-02-24,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,20.96,1121,1945,1,actions:click_to_call_native_call_placed,20.96,,,1,,
2026-02-23,2026-02-23,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-23,2026-02-23,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,22.4,1107,2047,2,actions:click_to_call_native_call_placed,11.2,,,2,,
2026-02-22,2026-02-22,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-22,2026-02-22,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,19.56,1064,1871,2,actions:click_to_call_native_call_placed,9.78,,,2,,
2026-02-21,2026-02-21,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-21,2026-02-21,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,20.27,1041,1802,,,,,,,,
2026-02-20,2026-02-20,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-20,2026-02-20,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,18.48,797,1520,1,actions:click_to_call_native_call_placed,18.48,,,1,,
2026-02-19,2026-02-19,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-19,2026-02-19,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,10.3,502,765,1,actions:click_to_call_native_call_placed,10.3,,,1,,
2026-02-18,2026-02-18,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Training Campaign October",inactive,"Using ad set budget",0,18.24,4973,5991,64,actions:link_click,0.285,,,,,
2026-02-18,2026-02-18,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-18,2026-02-18,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-02-17,2026-02-17,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
